,,Final,,,Semi,,,Info,,,Overall #,,,GF #,,,SF #,,
1011,2006,,,,19,81.82%,2006 SF,🇵🇹 Portugal,Nonstop,Coisas de nada,33,37,11.11%,,,,19,23,18.18%
1013,2006,,,,21,90.91%,2006 SF,🇪🇪 Estonia,Sandra Oxenryd,Through My Window,32,37,13.89%,,,,18,23,22.73%
1015,2006,,,,23,100.00%,2006 SF,🇮🇸 Iceland,Silvia Night,Congratulations,27,37,27.78%,,,,13,23,45.45%
1031,2007,,,,2,3.70%,2007 SF,🇮🇱 Israel,Teapacks,Push the Button,38,42,9.76%,,,,24,28,14.81%
1032,2007,,,,3,7.41%,2007 SF,🇨🇾 Cyprus,Evridiki,"Comme ci, comme ça",29,42,31.71%,,,,15,28,48.15%
1034,2007,,,,5,14.81%,2007 SF,🇮🇸 Iceland,Eiríkur Hauksson,Valentine Lost,27,42,36.59%,,,,13,28,55.56%
1036,2007,,,,7,22.22%,2007 SF,🇲🇪 Montenegro,Stevan Faddy,"Ajde, kroči",36.5,42,13.41%,,,,22.5,28,20.37%
1037,2007,,,,8,25.93%,2007 SF,🇨🇭 Switzerland,DJ BoBo,Vampires Are Alive,34,42,19.51%,,,,20,28,29.63%
1039,2007,,,,10,33.33%,2007 SF,🇳🇱 Netherlands,Edsilia Rombley,On Top of the World,35,42,17.07%,,,,21,28,25.93%
1040,2007,,,,11,37.04%,2007 SF,🇦🇱 Albania,Frederik Ndoci,Hear My Plea,31,42,26.83%,,,,17,28,40.74%
1041,2007,,,,12,40.74%,2007 SF,🇩🇰 Denmark,DQ,Drama Queen,33,42,21.95%,,,,19,28,33.33%
1042,2007,,,,13,44.44%,2007 SF,🇭🇷 Croatia,Dragonfly feat. Dado Topić,Vjerujem u ljubav,30,42,29.27%,,,,16,28,44.44%
1043,2007,,,,14,48.15%,2007 SF,🇵🇱 Poland,The Jet Set,Time to Party,28,42,34.15%,,,,14,28,51.85%
1045,2007,,,,16,55.56%,2007 SF,🇨🇿 Czechia,Kabát,Malá dáma,42,42,0.00%,,,,28,28,0.00%
1046,2007,,,,17,59.26%,2007 SF,🇵🇹 Portugal,Sabrina,Dança comigo,25,42,41.46%,,,,11,28,62.96%
1048,2007,,,,19,66.67%,2007 SF,🇳🇴 Norway,Guri Schanke,Ven a bailar conmigo,32,42,24.39%,,,,18,28,37.04%
1049,2007,,,,20,70.37%,2007 SF,🇲🇹 Malta,Olivia Lewis,Vertigo,39,42,7.32%,,,,25,28,11.11%
1050,2007,,,,21,74.07%,2007 SF,🇦🇩 Andorra,Anonymous,Salvem el món,26,42,39.02%,,,,12,28,59.26%
1052,2007,,,,23,81.48%,2007 SF,🇪🇪 Estonia,Gerli Padar,Partners in Crime,36.5,42,13.41%,,,,22.5,28,20.37%
1053,2007,,,,24,85.19%,2007 SF,🇧🇪 Belgium,The KMG's,Love Power,40,42,4.88%,,,,26,28,7.41%
1056,2007,,,,27,96.30%,2007 SF,🇦🇹 Austria,Eric Papilaya,Get a Life – Get Alive,41,42,2.44%,,,,27,28,3.70%
1072,2008,,,,1,0.00%,2008 SF1,🇲🇪 Montenegro,Stefan Filipović,Zauvijek volim te,36,43,16.67%,,,,14,19,27.78%
1074,2008,,,,3,11.11%,2008 SF1,🇪🇪 Estonia,Kreisiraadio,Leto svet,41,43,4.76%,,,,18,19,5.56%
1075,2008,,,,4,16.67%,2008 SF1,🇲🇩 Moldova,Geta Burlacu,A Century of Love,31,43,28.57%,,,,12,19,38.89%
1076,2008,,,,5,22.22%,2008 SF1,🇸🇲 San Marino,Miodio,Complice,43,43,0.00%,,,,19,19,0.00%
1077,2008,,,,6,27.78%,2008 SF1,🇧🇪 Belgium,Ishtar,O Julissi,39,43,9.52%,,,,17,19,11.11%
1079,2008,,,,8,38.89%,2008 SF1,🇸🇮 Slovenia,Rebeka Dremelj,Vrag naj vzame,30,43,30.95%,,,,11,19,44.44%
1082,2008,,,,11,55.56%,2008 SF1,🇮🇪 Ireland,Dustin the Turkey,Irelande Douze Pointe,37,43,14.29%,,,,15,19,22.22%
1083,2008,,,,12,61.11%,2008 SF1,🇦🇩 Andorra,Gisela,Casanova,38,43,11.90%,,,,16,19,16.67%
1086,2008,,,,15,77.78%,2008 SF1,🇳🇱 Netherlands,Hind,Your Heart Belongs to Me,34,43,21.43%,,,,13,19,33.33%
1095,2008,,,,5,22.22%,2008 SF2,🇱🇹 Lithuania,Jeronimas Milius,Nomads in the Night,33,43,23.81%,,,,16,19,16.67%
1097,2008,,,,7,33.33%,2008 SF2,🇨🇭 Switzerland,Paolo Meneguzzi,Era stupendo,28,43,35.71%,,,,13,19,33.33%
1098,2008,,,,8,38.89%,2008 SF2,🇨🇿 Czechia,Tereza Kerndlová,Have Some Fun,40,43,7.14%,,,,18,19,5.56%
1099,2008,,,,9,44.44%,2008 SF2,🇧🇾 Belarus,Ruslan Alekhno,Hasta la Vista,35,43,19.05%,,,,17,19,11.11%
1102,2008,,,,12,61.11%,2008 SF2,🇧🇬 Bulgaria,Deep Zone & Balthazar,"DJ, Take Me Away",27,43,38.10%,,,,11,19,44.44%
1105,2008,,,,15,77.78%,2008 SF2,🇭🇺 Hungary,Csézy,Candlelight,42,43,2.38%,,,,19,19,0.00%
1106,2008,,,,16,83.33%,2008 SF2,🇲🇹 Malta,Morena,Vodka,29,43,33.33%,,,,14,19,27.78%
1107,2008,,,,17,88.89%,2008 SF2,🇨🇾 Cyprus,Evdokia Kadi,Femme Fatale,32,43,26.19%,,,,15,19,22.22%
1108,2008,,,,18,94.44%,2008 SF2,🇲🇰 North Macedonia,"Tamara, Vrčak & Adrian",Let Me Love You,26,43,40.48%,,,,10,19,50.00%
1115,2009,,,,1,0.00%,2009 SF1,🇲🇪 Montenegro,Andrea Demirović,Just Get Out of My Life,29,42,31.71%,,,,11,18,41.18%
1116,2009,,,,2,5.88%,2009 SF1,🇨🇿 Czechia,Gipsy.cz,Aven Romale,42,42,0.00%,,,,18,18,0.00%
1117,2009,,,,3,11.76%,2009 SF1,🇧🇪 Belgium,Copycat,Copycat,41,42,2.44%,,,,17,18,5.88%
1118,2009,,,,4,17.65%,2009 SF1,🇧🇾 Belarus,Petr Elfimov,Eyes That Never Lie,32,42,24.39%,,,,13,18,29.41%
1121,2009,,,,7,35.29%,2009 SF1,🇦🇩 Andorra,Susanne Georgi,La teva decisió (Get a Life),37,42,12.20%,,,,15,18,17.65%
1122,2009,,,,8,41.18%,2009 SF1,🇨🇭 Switzerland,Lovebugs,The Highest Heights,34,42,19.51%,,,,14,18,23.53%
1125,2009,,,,11,58.82%,2009 SF1,🇧🇬 Bulgaria,Krassimir Avramov,Illusion,39,42,7.32%,,,,16,18,11.76%
1127,2009,,,,13,70.59%,2009 SF1,🇲🇰 North Macedonia,Next Time,Nešto što kje ostane,28,42,34.15%,,,,10,18,47.06%
1134,2009,,,,2,5.56%,2009 SF2,🇮🇪 Ireland,Sinéad Mulvey & Black Daisy,Et Cetera,27,42,36.59%,,,,11,19,44.44%
1135,2009,,,,3,11.11%,2009 SF2,🇱🇻 Latvia,Intars Busulis,Probka,40,42,4.88%,,,,19,19,0.00%
1136,2009,,,,4,16.67%,2009 SF2,🇷🇸 Serbia,Marko Kon & Milaan,Cipela,26,42,39.02%,,,,10,19,50.00%
1137,2009,,,,5,22.22%,2009 SF2,🇵🇱 Poland,Lidia Kopania,I Don't Wanna Leave,30,42,29.27%,,,,12,19,38.89%
1139,2009,,,,7,33.33%,2009 SF2,🇨🇾 Cyprus,Christina Metaxa,Firefly,31,42,26.83%,,,,14,19,27.78%
1140,2009,,,,8,38.89%,2009 SF2,🇸🇰 Slovakia,Kamil Mikulčík & Nela Pocisková,Leť tmou,38,42,9.76%,,,,18,19,5.56%
1142,2009,,,,10,50.00%,2009 SF2,🇸🇮 Slovenia,Quartissimo feat. Martina,Love Symphony,35,42,17.07%,,,,16,19,16.67%
1143,2009,,,,11,55.56%,2009 SF2,🇭🇺 Hungary,Zoli Ádok,Dance with Me,33,42,21.95%,,,,15,19,22.22%
1151,2009,,,,19,100.00%,2009 SF2,🇳🇱 Netherlands,The Toppers,Shine,36,42,14.63%,,,,17,19,11.11%
1159,2010,,,,3,12.50%,2010 SF1,🇪🇪 Estonia,Malcolm Lincoln,Siren,31,39,21.05%,,,,14,17,18.75%
1160,2010,,,,4,18.75%,2010 SF1,🇸🇰 Slovakia,Kristina Pelakova,Horehronie,35,39,10.53%,,,,16,17,6.25%
1161,2010,,,,5,25.00%,2010 SF1,🇫🇮 Finland,Kuunkuiskaajat,Työlki ellää,27,39,31.58%,,,,11,17,37.50%
1162,2010,,,,6,31.25%,2010 SF1,🇱🇻 Latvia,Aisha,What For?,37,39,5.26%,,,,17,17,0.00%
1165,2010,,,,9,50.00%,2010 SF1,🇵🇱 Poland,Marcin Mroziński,Legenda,30,39,23.68%,,,,13,17,25.00%
1167,2010,,,,11,62.50%,2010 SF1,🇲🇹 Malta,Thea Garrett,My Dream,29,39,26.32%,,,,12,17,31.25%
1171,2010,,,,15,87.50%,2010 SF1,🇲🇰 North Macedonia,Gjoko Taneski,Jas ja imam silata,32,39,18.42%,,,,15,17,12.50%
1174,2010,,,,1,0.00%,2010 SF2,🇱🇹 Lithuania,InCulto,Eastern European Funk,28,39,28.95%,,,,12,17,31.25%
1178,2010,,,,5,25.00%,2010 SF2,🇨🇭 Switzerland,Michael von der Heide,Il pleut de l'or,39,39,0.00%,,,,17,17,0.00%
1179,2010,,,,6,31.25%,2010 SF2,🇸🇪 Sweden,Anna Bergendahl,This Is My Life,26,39,34.21%,,,,11,17,37.50%
1182,2010,,,,9,50.00%,2010 SF2,🇳🇱 Netherlands,Sieneke,Ik ben verliefd (Sha-la-lie),34,39,13.16%,,,,14,17,18.75%
1184,2010,,,,11,62.50%,2010 SF2,🇸🇮 Slovenia,Ansambel Žlindra & Kalamari,Narodnozabavni rock,38,39,2.63%,,,,16,17,6.25%
1186,2010,,,,13,75.00%,2010 SF2,🇧🇬 Bulgaria,Miro,Angel si ti,36,39,7.89%,,,,15,17,12.50%
1188,2010,,,,15,87.50%,2010 SF2,🇭🇷 Croatia,Feminnem,Lako je sve,33,39,15.79%,,,,13,17,25.00%
1196,2011,,,,1,0.00%,2011 SF1,🇵🇱 Poland,Magdalena Tul,Jestem,41,43,4.76%,,,,19,19,0.00%
1197,2011,,,,2,5.56%,2011 SF1,🇳🇴 Norway,Stella Mwangi,Haba Haba,38,43,11.90%,,,,17,19,11.11%
1198,2011,,,,3,11.11%,2011 SF1,🇦🇱 Albania,Aurela Gaçe,Feel the Passion,30,43,30.95%,,,,14,19,27.78%
1199,2011,,,,4,16.67%,2011 SF1,🇦🇲 Armenia,Emmy,Boom Boom,27,43,38.10%,,,,12,19,38.89%
1200,2011,,,,5,22.22%,2011 SF1,🇹🇷 Türkiye,Yüksek Sadakat,Live It Up,29,43,33.33%,,,,13,19,33.33%
1206,2011,,,,11,55.56%,2011 SF1,🇲🇹 Malta,Glen Vella,One Life,26,43,40.48%,,,,11,19,44.44%
1207,2011,,,,12,61.11%,2011 SF1,🇸🇲 San Marino,Senit,Stand By,37,43,14.29%,,,,16,19,16.67%
1208,2011,,,,13,66.67%,2011 SF1,🇭🇷 Croatia,Daria,Celebrate,34,43,21.43%,,,,15,19,22.22%
1211,2011,,,,16,83.33%,2011 SF1,🇵🇹 Portugal,Homens da Luta,A luta é alegria,40,43,7.14%,,,,18,19,5.56%
1217,2011,,,,3,11.11%,2011 SF2,🇳🇱 Netherlands,3JS,Never Alone,43,43,0.00%,,,,19,19,0.00%
1218,2011,,,,4,16.67%,2011 SF2,🇧🇪 Belgium,Witloof Bay,With Love Baby,28,43,35.71%,,,,11,19,44.44%
1219,2011,,,,5,22.22%,2011 SF2,🇸🇰 Slovakia,TWiiNS,I'm Still Alive,32,43,26.19%,,,,13,19,33.33%
1223,2011,,,,9,44.44%,2011 SF2,🇨🇾 Cyprus,Christos Mylordos,San aggelos s'agapisa,42,43,2.38%,,,,18,19,5.56%
1224,2011,,,,10,50.00%,2011 SF2,🇧🇬 Bulgaria,Poli Genova,Na inat,31,43,28.57%,,,,12,19,38.89%
1225,2011,,,,11,55.56%,2011 SF2,🇲🇰 North Macedonia,Vlatko Ilievski,Rusinka,36,43,16.67%,,,,16,19,16.67%
1226,2011,,,,12,61.11%,2011 SF2,🇮🇱 Israel,Dana International,Ding Dong,35,43,19.05%,,,,15,19,22.22%
1230,2011,,,,16,83.33%,2011 SF2,🇧🇾 Belarus,Anastasia Vinnikova,I Love Belarus,33,43,23.81%,,,,14,19,27.78%
1231,2011,,,,17,88.89%,2011 SF2,🇱🇻 Latvia,Musiqq,Angel in Disguise,39,43,9.52%,,,,17,19,11.11%
1239,2012,,,,1,0.00%,2012 SF1,🇲🇪 Montenegro,Rambo Amadeus,Euro Neuro,39,42,7.32%,,,,15,18,17.65%
1242,2012,,,,4,17.65%,2012 SF1,🇱🇻 Latvia,Anmary,Beautiful Song,40,42,4.88%,,,,16,18,11.76%
1245,2012,,,,7,35.29%,2012 SF1,🇨🇭 Switzerland,Sinplus,Unbreakable,28,42,34.15%,,,,11,18,41.18%
1246,2012,,,,8,41.18%,2012 SF1,🇧🇪 Belgium,Iris,Would You?,41,42,2.44%,,,,17,18,5.88%
1247,2012,,,,9,47.06%,2012 SF1,🇫🇮 Finland,Pernilla Karlsson,När jag blundar,30,42,29.27%,,,,12,18,35.29%
1248,2012,,,,10,52.94%,2012 SF1,🇮🇱 Israel,Izabo,Time,35,42,17.07%,,,,13,18,29.41%
1249,2012,,,,11,58.82%,2012 SF1,🇸🇲 San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),36,42,14.63%,,,,14,18,23.53%
1254,2012,,,,16,88.24%,2012 SF1,🇦🇹 Austria,Trackshittaz,Woki mit deim Popo,42,42,0.00%,,,,18,18,0.00%
1259,2012,,,,3,11.76%,2012 SF2,🇳🇱 Netherlands,Joan Franka,You and Me,33,42,21.95%,,,,15,18,17.65%
1261,2012,,,,5,23.53%,2012 SF2,🇧🇾 Belarus,Litesound,We Are the Heroes,34,42,19.51%,,,,16,18,11.76%
1262,2012,,,,6,29.41%,2012 SF2,🇵🇹 Portugal,Filipa Sousa,Vida minha,31,42,26.83%,,,,13,18,29.41%
1264,2012,,,,8,41.18%,2012 SF2,🇧🇬 Bulgaria,Sofi Marinova,Love Unlimited,27,42,36.59%,,,,11,18,41.18%
1265,2012,,,,9,47.06%,2012 SF2,🇸🇮 Slovenia,Eva Boto,Verjamem,37,42,12.20%,,,,17,18,5.88%
1266,2012,,,,10,52.94%,2012 SF2,🇭🇷 Croatia,Nina Badrić,Nebo,29,42,31.71%,,,,12,18,35.29%
1268,2012,,,,12,64.71%,2012 SF2,🇬🇪 Georgia,Anri Jokhadze,I'm a Joker,32,42,24.39%,,,,14,18,23.53%
1271,2012,,,,15,82.35%,2012 SF2,🇸🇰 Slovakia,Max Jason Mai,Don't Close Your Eyes,38,42,9.76%,,,,18,18,0.00%
1281,2013,,,,1,0.00%,2013 SF1,🇦🇹 Austria,Natália Kelly,Shine,36,39,7.89%,,,,14,16,13.33%
1283,2013,,,,3,13.33%,2013 SF1,🇸🇮 Slovenia,Hannah,Straight Into Love,39,39,0.00%,,,,16,16,0.00%
1284,2013,,,,4,20.00%,2013 SF1,🇭🇷 Croatia,Klapa s Mora,Mižerja,33,39,15.79%,,,,13,16,20.00%
1289,2013,,,,9,53.33%,2013 SF1,🇲🇪 Montenegro,Who See,Igranka,31,39,21.05%,,,,12,16,26.67%
1294,2013,,,,14,86.67%,2013 SF1,🇨🇾 Cyprus,Despina Olympiou,An me thimasai,38,39,2.63%,,,,15,16,6.67%
1296,2013,,,,16,100.00%,2013 SF1,🇷🇸 Serbia,Moje 3,Ljubav je svuda,28,39,28.95%,,,,11,16,33.33%
1297,2013,,,,1,0.00%,2013 SF2,🇱🇻 Latvia,PeR,Here We Go,37,39,5.26%,,,,17,17,0.00%
1298,2013,,,,2,6.25%,2013 SF2,🇸🇲 San Marino,Valentina Monetta,Crisalide (Vola),27,39,31.58%,,,,11,17,37.50%
1299,2013,,,,3,12.50%,2013 SF2,🇲🇰 North Macedonia,Esma & Lozano,Pred da se razdeni,35,39,10.53%,,,,16,17,6.25%
1303,2013,,,,7,37.50%,2013 SF2,🇧🇬 Bulgaria,Elitsa Todorova & Stoyan Yankoulov,Samo shampioni,29,39,26.32%,,,,12,17,31.25%
1306,2013,,,,10,56.25%,2013 SF2,🇮🇱 Israel,Moran Mazor,Rak Bishvilo,32,39,18.42%,,,,14,17,18.75%
1310,2013,,,,14,81.25%,2013 SF2,🇦🇱 Albania,Adrian Lulgjuraj & Bledar Sejko,Identitet,34,39,13.16%,,,,15,17,12.50%
1312,2013,,,,16,93.75%,2013 SF2,🇨🇭 Switzerland,Takasa,You and Me,30,39,23.68%,,,,13,17,25.00%
1321,2014,,,,2,6.67%,2014 SF1,🇱🇻 Latvia,Aarzemnieki,Cake to Bake,31,37,16.67%,,,,13,16,20.00%
1322,2014,,,,3,13.33%,2014 SF1,🇪🇪 Estonia,Tanja,Amazing,28,37,25.00%,,,,12,16,26.67%
1325,2014,,,,6,33.33%,2014 SF1,🇦🇱 Albania,Hersi,One Night's Anger,34,37,8.33%,,,,15,16,6.67%
1329,2014,,,,10,60.00%,2014 SF1,🇧🇪 Belgium,Axel Hirsoux,Mother,33,37,11.11%,,,,14,16,13.33%
1330,2014,,,,11,66.67%,2014 SF1,🇲🇩 Moldova,Cristina Scarlat,Wild Soul,37,37,0.00%,,,,16,16,0.00%
1332,2014,,,,13,80.00%,2014 SF1,🇵🇹 Portugal,Suzy,Quero ser tua,27,37,27.78%,,,,11,16,33.33%
1337,2014,,,,2,7.14%,2014 SF2,🇮🇱 Israel,Mei Finegold,Same Heart,35,37,5.56%,,,,14,15,7.14%
1339,2014,,,,4,21.43%,2014 SF2,🇬🇪 Georgia,The Shin & Mariko,Three Minutes to Earth,36,37,2.78%,,,,15,15,0.00%
1342,2014,,,,7,42.86%,2014 SF2,🇱🇹 Lithuania,Vilija,Attention,29,37,22.22%,,,,11,15,28.57%
1344,2014,,,,9,57.14%,2014 SF2,🇮🇪 Ireland,Can-Linn feat. Kasey Smith,Heartbeat,30,37,19.44%,,,,12,15,21.43%
1346,2014,,,,11,71.43%,2014 SF2,🇲🇰 North Macedonia,Tijana,To the Sky,32,37,13.89%,,,,13,15,14.29%
1357,2015,,,,1,0.00%,2015 SF1,🇲🇩 Moldova,Eduard Romanyuta,I Want Your Love,29,40,28.21%,,,,11,16,33.33%
1360,2015,,,,4,20.00%,2015 SF1,🇳🇱 Netherlands,Trijntje Oosterhuis,Walk Along,34,40,15.38%,,,,14,16,13.33%
1361,2015,,,,5,26.67%,2015 SF1,🇫🇮 Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,38,40,5.13%,,,,16,16,0.00%
1364,2015,,,,8,46.67%,2015 SF1,🇲🇰 North Macedonia,Daniel Kajmakoski,Autumn Leaves,35,40,12.82%,,,,15,16,6.67%
1367,2015,,,,11,66.67%,2015 SF1,🇧🇾 Belarus,Uzari & Maimuna,Time,30,40,25.64%,,,,12,16,26.67%
1369,2015,,,,13,80.00%,2015 SF1,🇩🇰 Denmark,Anti Social Media,The Way You Are,33,40,17.95%,,,,13,16,20.00%
1374,2015,,,,2,6.25%,2015 SF2,🇮🇪 Ireland,Molly Sterling,Playing with Numbers,31,40,23.08%,,,,12,17,31.25%
1375,2015,,,,3,12.50%,2015 SF2,🇸🇲 San Marino,Anita Simoncini & Michele Perniola,Chain of Lights,39,40,2.56%,,,,16,17,6.25%
1377,2015,,,,5,25.00%,2015 SF2,🇲🇹 Malta,Amber,Warrior,28,40,30.77%,,,,11,17,37.50%
1379,2015,,,,7,37.50%,2015 SF2,🇵🇹 Portugal,Leonor Andrade,Há um mar que nos separa,36,40,10.26%,,,,14,17,18.75%
1380,2015,,,,8,43.75%,2015 SF2,🇨🇿 Czechia,Marta Jandová & Václav Noid Bárta,Hope Never Dies,32,40,20.51%,,,,13,17,25.00%
1384,2015,,,,12,68.75%,2015 SF2,🇮🇸 Iceland,Maria Olafs,Unbroken,37,40,7.69%,,,,15,17,12.50%
1386,2015,,,,14,81.25%,2015 SF2,🇨🇭 Switzerland,Mélanie René,Time to Shine,40,40,0.00%,,,,17,17,0.00%
1397,2016,,,,1,0.00%,2016 SF1,🇫🇮 Finland,Sandhja,Sing It Away,35,42,17.07%,,,,15,18,17.65%
1398,2016,,,,2,5.88%,2016 SF1,🇬🇷 Greece,Argo,Utopian Land,38,42,9.76%,,,,16,18,11.76%
1399,2016,,,,3,11.76%,2016 SF1,🇲🇩 Moldova,Lidia Isac,Falling Stars,40,42,4.88%,,,,17,18,5.88%
1404,2016,,,,8,41.18%,2016 SF1,🇸🇲 San Marino,Serhat,I Didn't Know,30,42,29.27%,,,,12,18,35.29%
1409,2016,,,,13,70.59%,2016 SF1,🇪🇪 Estonia,Jüri Pootsmann,Play,42,42,0.00%,,,,18,18,0.00%
1411,2016,,,,15,82.35%,2016 SF1,🇲🇪 Montenegro,Highway,The Real Thing,32,42,24.39%,,,,13,18,29.41%
1412,2016,,,,16,88.24%,2016 SF1,🇮🇸 Iceland,Greta Salóme,Hear Them Calling,34,42,19.51%,,,,14,18,23.53%
1413,2016,,,,17,94.12%,2016 SF1,🇧🇦 Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner & Jala,Ljubav je,27,42,36.59%,,,,11,18,41.18%
1417,2016,,,,3,11.76%,2016 SF2,🇨🇭 Switzerland,Rykka,The Last of Our Kind,41,42,2.44%,,,,18,18,0.00%
1419,2016,,,,5,23.53%,2016 SF2,🇧🇾 Belarus,Ivan,Help You Fly,29,42,31.71%,,,,12,18,35.29%
1421,2016,,,,7,35.29%,2016 SF2,🇮🇪 Ireland,Nicky Byrne,Sunlight,36,42,14.63%,,,,15,18,17.65%
1422,2016,,,,8,41.18%,2016 SF2,🇲🇰 North Macedonia,Kaliopi,Dona,28,42,34.15%,,,,11,18,41.18%
1425,2016,,,,11,58.82%,2016 SF2,🇸🇮 Slovenia,ManuElla,Blue and Red,33,42,21.95%,,,,14,18,23.53%
1427,2016,,,,13,70.59%,2016 SF2,🇩🇰 Denmark,Lighthouse X,Soldiers of Love,39,42,7.32%,,,,17,18,5.88%
1429,2016,,,,15,82.35%,2016 SF2,🇳🇴 Norway,Agnete,Icebreaker,31,42,26.83%,,,,13,18,29.41%
1431,2016,,,,17,94.12%,2016 SF2,🇦🇱 Albania,Eneda Tarifa,Fairytale,37,42,12.20%,,,,16,18,11.76%
1440,2017,,,,2,5.88%,2017 SF1,🇬🇪 Georgia,Tamara Gachechiladze,Keep the Faith,27,42,36.59%,,,,11,18,41.18%
1442,2017,,,,4,17.65%,2017 SF1,🇦🇱 Albania,Lindita,World,34,42,19.51%,,,,14,18,23.53%
1444,2017,,,,6,29.41%,2017 SF1,🇲🇪 Montenegro,Slavko Kalezić,Space,37,42,12.20%,,,,16,18,11.76%
1445,2017,,,,7,35.29%,2017 SF1,🇫🇮 Finland,Norma John,Blackbird,30,42,29.27%,,,,12,18,35.29%
1451,2017,,,,13,70.59%,2017 SF1,🇮🇸 Iceland,Svala,Paper,36,42,14.63%,,,,15,18,17.65%
1452,2017,,,,14,76.47%,2017 SF1,🇨🇿 Czechia,Martina Bárta,My Turn,33,42,21.95%,,,,13,18,29.41%
1455,2017,,,,17,94.12%,2017 SF1,🇸🇮 Slovenia,Omar Naber,On My Way,40,42,4.88%,,,,17,18,5.88%
1456,2017,,,,18,100.00%,2017 SF1,🇱🇻 Latvia,Triana Park,Line,41,42,2.44%,,,,18,18,0.00%
1457,2017,,,,1,0.00%,2017 SF2,🇷🇸 Serbia,Tijana Bogićević,In Too Deep,28,42,34.15%,,,,11,18,41.18%
1459,2017,,,,3,11.76%,2017 SF2,🇲🇰 North Macedonia,Jana Burčeska,Dance Alone,35,42,17.07%,,,,15,18,17.65%
1460,2017,,,,4,17.65%,2017 SF2,🇲🇹 Malta,Claudia Faniello,Breathlessly,38,42,9.76%,,,,16,18,11.76%
1465,2017,,,,9,47.06%,2017 SF2,🇮🇪 Ireland,Brendan Murray,Dying to Try,31,42,26.83%,,,,13,18,29.41%
1466,2017,,,,10,52.94%,2017 SF2,🇸🇲 San Marino,Valentina Monetta & Jimmie Wilson,Spirit of the Night,42,42,0.00%,,,,18,18,0.00%
1469,2017,,,,13,70.59%,2017 SF2,🇨🇭 Switzerland,Timebelle,Apollo,29,42,31.71%,,,,12,18,35.29%
1472,2017,,,,16,88.24%,2017 SF2,🇱🇹 Lithuania,Fusedmarc,Rain of Revolution,39,42,7.32%,,,,17,18,5.88%
1473,2017,,,,17,94.12%,2017 SF2,🇪🇪 Estonia,Koit Toome & Laura,Verona,32,42,24.39%,,,,14,18,23.53%
1481,2018,,,,1,0.00%,2018 SF1,🇦🇿 Azerbaijan,Aisel,X My Heart,30,43,30.95%,,,,11,19,44.44%
1482,2018,,,,2,5.56%,2018 SF1,🇮🇸 Iceland,Ari Ólafsson,Our Choice,43,43,0.00%,,,,19,19,0.00%
1484,2018,,,,4,16.67%,2018 SF1,🇧🇪 Belgium,Sennek,A Matter of Time,31,43,28.57%,,,,12,19,38.89%
1488,2018,,,,8,38.89%,2018 SF1,🇧🇾 Belarus,Alekseev,Forever,36,43,16.67%,,,,16,19,16.67%
1491,2018,,,,11,55.56%,2018 SF1,🇲🇰 North Macedonia,Eye Cue,Lost and Found,41,43,4.76%,,,,18,19,5.56%
1492,2018,,,,12,61.11%,2018 SF1,🇭🇷 Croatia,Franka,Crazy,38,43,11.90%,,,,17,19,11.11%
1494,2018,,,,14,72.22%,2018 SF1,🇬🇷 Greece,Yianna Terzi,Oniro mou,33,43,23.81%,,,,14,19,27.78%
1496,2018,,,,16,83.33%,2018 SF1,🇦🇲 Armenia,Sevak Khanagyan,Qami,35,43,19.05%,,,,15,19,22.22%
1497,2018,,,,17,88.89%,2018 SF1,🇨🇭 Switzerland,ZiBBZ,Stones,32,43,26.19%,,,,13,19,33.33%
1501,2018,,,,2,5.88%,2018 SF2,🇷🇴 Romania,The Humans,Goodbye,27,43,38.10%,,,,11,18,41.18%
1503,2018,,,,4,17.65%,2018 SF2,🇸🇲 San Marino,Jessika feat. Jenifer Brening,Who We Are,40,43,7.14%,,,,17,18,5.88%
1505,2018,,,,6,29.41%,2018 SF2,🇷🇺 Russia,Julia Samoylova,I Won't Break,37,43,14.29%,,,,15,18,17.65%
1509,2018,,,,10,52.94%,2018 SF2,🇬🇪 Georgia,Ethno-Jazz Band Iriao,For You,42,43,2.38%,,,,18,18,0.00%
1510,2018,,,,11,58.82%,2018 SF2,🇵🇱 Poland,Gromee feat. Lukas Meijer,Light Me Up,34,43,21.43%,,,,14,18,23.53%
1511,2018,,,,12,64.71%,2018 SF2,🇲🇹 Malta,Christabelle,Taboo,29,43,33.33%,,,,13,18,29.41%
1513,2018,,,,14,76.47%,2018 SF2,🇱🇻 Latvia,Laura Rizzotto,Funny Girl,28,43,35.71%,,,,12,18,35.29%
1515,2018,,,,16,88.24%,2018 SF2,🇲🇪 Montenegro,Vanja Radovanović,Inje,39,43,9.52%,,,,16,18,11.76%
1525,2019,,,,2,6.25%,2019 SF1,🇲🇪 Montenegro,D mol,Heaven,38,41,7.50%,,,,16,17,6.25%
1526,2019,,,,3,12.50%,2019 SF1,🇫🇮 Finland,Darude feat. Sebastian Rejman,Look Away,39,41,5.00%,,,,17,17,0.00%
1527,2019,,,,4,18.75%,2019 SF1,🇵🇱 Poland,Tulia,Fire of Love (Pali się),27,41,35.00%,,,,11,17,37.50%
